,pl_name,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjref,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjref,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperref,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxref,st_rad,st_raderr1,st_raderr2,st_radref,st_mass,st_masserr1,st_masserr2,st_massref,st_metratio,st_metfe,pl_insol,st_teff,pl_facility,pl_locale,pl_bmassjlim,er,em,ep,ea,ers,ems,mmax,mmin
2807,Kepler-91 b,1.3840000000000001,0.011000000000000001,-0.054000000000000006, Lillo-Box et al. 2014 ,0.66,0.06,-0.06,Sato et al. 2015,6.24654458,2.52e-06,-2.52e-06,Gajdo&scaron; et al. 2019,0.0731,0.0034,-0.0031,Esteves et al. 2015,6.4,0.12,-0.13,Morton et al. 2016,1.28,0.034,-0.031,Morton et al. 2016,[Fe/H],0.11,,4550.0,Kepler,Space,0.0,0.02348265895953757,0.0909090909090909,4.034230393661899e-07,0.04445964432284542,0.01953125,0.025390625,0.72,0.6000000000000001
2808,Kepler-910 b,0.073,0.004,-0.003,Morton et al. 2016,,,,Morton et al. 2016,2.36433867,6.27e-06,-6.27e-06,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,1.5,0.03,-0.03,Morton et al. 2016,1.26,0.034,-0.032,Morton et al. 2016,[Fe/H],0.12,,6230.0,Kepler,Space,,0.04794520547945206,,2.6519043483732388e-06,,0.02,0.02619047619047619,,
2809,Kepler-911 b,0.23199999999999998,0.009000000000000001,-0.009000000000000001,Morton et al. 2016,,,,Morton et al. 2016,20.31056961,3.21e-06,-3.21e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.99,0.06,-0.07,Morton et al. 2016,1.34,0.053,-0.093,Morton et al. 2016,[Fe/H],0.03,,6112.0,Kepler,Space,,0.03879310344827587,,1.5804578904668148e-07,,0.032663316582914576,0.0544776119402985,,
2810,Kepler-912 b,0.41,0.043,-0.063,Berger et al. 2018,,,,Morton et al. 2016,2.53476428,4.83e-06,-4.83e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.83,0.17,-0.15,Berger et al. 2018,1.07,0.151,-0.099,Morton et al. 2016,[Fe/H],0.02,,5998.0,Kepler,Space,,0.12926829268292683,,1.9055026292227852e-06,,0.08743169398907104,0.11682242990654206,,
2811,Kepler-913 b,0.184,0.006999999999999999,-0.005,Morton et al. 2016,,,,Morton et al. 2016,10.29667198,4.25e-06,-4.25e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.61,0.01,-0.01,Morton et al. 2016,0.63,0.013,-0.014,Morton et al. 2016,[Fe/H],-0.52,,4687.0,Kepler,Space,,0.03260869565217391,,4.127547238811817e-07,,0.01639344262295082,0.02142857142857143,,
2812,Kepler-914 b,0.12300000000000001,0.015,-0.011000000000000001,Morton et al. 2016,,,,Morton et al. 2016,4.40966548,1.193e-05,-1.193e-05,Morton et al. 2016,,,,Morton et al. 2016,1.28,0.06,-0.05,Berger et al. 2018,1.1,0.048,-0.043,Morton et al. 2016,[Fe/H],0.22,,5877.0,Kepler,Space,,0.1056910569105691,,2.7054206388462826e-06,,0.04296875,0.04136363636363636,,
2813,Kepler-915 b,0.134,0.028999999999999998,-0.017,Morton et al. 2016,,,,Morton et al. 2016,4.59489604,1.413e-05,-1.413e-05,Morton et al. 2016,,,,Morton et al. 2016,1.49,0.06,-0.06,Berger et al. 2018,1.21,0.092,-0.053,Morton et al. 2016,[Fe/H],0.08,,6173.0,Kepler,Space,,0.17164179104477612,,3.0751511844868637e-06,,0.040268456375838924,0.05991735537190082,,
2814,Kepler-916 b,0.166,0.012,-0.01,Berger et al. 2018,,,,Morton et al. 2016,32.29635663,1.338e-05,-1.338e-05,Holczer et al. 2016,,,,Morton et al. 2016,0.88,0.04,-0.04,Berger et al. 2018,0.85,0.042,-0.047,Morton et al. 2016,[Fe/H],-0.05,,5248.0,Kepler,Space,,0.06626506024096385,,4.1428821688113743e-07,,0.045454545454545456,0.05235294117647059,,
2815,Kepler-917 b,0.17,0.021,-0.015,Morton et al. 2016,,,,Morton et al. 2016,2.97041437,9.13e-06,-9.13e-06,Morton et al. 2016,,,,Morton et al. 2016,0.76,0.09,-0.06,Morton et al. 2016,0.8,0.068,-0.052,Morton et al. 2016,[Fe/H],-0.38,,5418.0,Kepler,Space,,0.10588235294117647,,3.07364524364323e-06,,0.09868421052631579,0.075,,
2816,Kepler-918 b,0.145,0.008,-0.034,Berger et al. 2018,,,,Morton et al. 2016,4.85386933,3.676e-05,-3.676e-05,Morton et al. 2016,,,,Morton et al. 2016,0.92,0.05,-0.05,Berger et al. 2018,1.11,0.095,-0.071,Morton et al. 2016,[Fe/H],0.06,,6028.0,Kepler,Space,,0.14482758620689656,,7.573339433099242e-06,,0.05434782608695652,0.07477477477477476,,
2817,Kepler-919 b,0.172,0.016,-0.013999999999999999,Berger et al. 2018,,,,Morton et al. 2016,11.04585439,8.69e-06,-8.69e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.09,0.09,-0.08,Berger et al. 2018,1.15,0.153,-0.087,Morton et al. 2016,[Fe/H],0.07,,6113.0,Kepler,Space,,0.0872093023255814,,7.867204919763567e-07,,0.07798165137614678,0.10434782608695653,,
2818,Kepler-92 b,0.313,0.009000000000000001,-0.009000000000000001,Xie 2014,0.202,0.044,-0.044,Xie 2014,13.74882953,1.21e-06,-1.21e-06,Holczer et al. 2016,,,,Xie 2014,1.7,0.05,-0.05,Xie 2014,1.21,0.08,-0.08,Xie 2014,,,,5883.0,Kepler,Space,0.0,0.028753993610223644,0.2178217821782178,8.800749164572703e-08,,0.029411764705882356,0.06611570247933884,0.246,0.15800000000000003
2819,Kepler-92 c,0.21899999999999997,0.005,-0.005,Van Eylen & Albrecht 2015,0.019,0.006,-0.006,Xie 2014,26.72320347,4.11e-06,-4.11e-06,Holczer et al. 2016,,,,Xie 2014,1.7,0.05,-0.05,Xie 2014,1.21,0.08,-0.08,Xie 2014,,,,5883.0,Kepler,Space,0.0,0.022831050228310504,0.31578947368421056,1.5379892626323665e-07,,0.029411764705882356,0.06611570247933884,0.025,0.013
2820,Kepler-92 d,0.184,0.005,-0.005,Van Eylen & Albrecht 2015,,,,Van Eylen & Albrecht 2015,49.3570565,1.166e-05,-1.166e-05,Holczer et al. 2016,,,,Van Eylen & Albrecht 2015,1.69,0.08,-0.05,Morton et al. 2016,1.17,0.112,-0.059,Morton et al. 2016,,,,5883.0,Kepler,Space,,0.027173913043478264,,2.3623775052306857e-07,,0.038461538461538464,0.07307692307692308,,
2821,Kepler-920 b,0.21600000000000003,0.02,-0.013999999999999999,Morton et al. 2016,,,,Morton et al. 2016,6.5319247,3.95e-06,-3.95e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.95,0.05,-0.05,Berger et al. 2018,0.89,0.039,-0.049,Morton et al. 2016,[Fe/H],0.0,,5403.0,Kepler,Space,,0.0787037037037037,,6.047222191645902e-07,,0.052631578947368425,0.049438202247191004,,
2822,Kepler-920 c,0.33899999999999997,0.052000000000000005,-0.025,Morton et al. 2016,,,,Morton et al. 2016,100.82799937,8.83e-06,-8.83e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.95,0.05,-0.05,Berger et al. 2018,0.89,0.039,-0.049,Morton et al. 2016,[Fe/H],0.0,,5403.0,Kepler,Space,,0.11356932153392334,,8.757488054084356e-08,,0.052631578947368425,0.049438202247191004,,
2823,Kepler-921 b,0.192,0.018000000000000002,-0.015,Berger et al. 2018,,,,Morton et al. 2016,51.30172621,1.636e-05,-1.636e-05,Holczer et al. 2016,,,,Morton et al. 2016,0.96,0.07,-0.07,Berger et al. 2018,0.93,0.051,-0.062,Morton et al. 2016,[Fe/H],-0.12,,5663.0,Kepler,Space,,0.0859375,,3.1889765137787943e-07,,0.07291666666666667,0.060752688172043004,,
2824,Kepler-922 b,0.11900000000000001,0.006999999999999999,-0.005,Berger et al. 2018,,,,Morton et al. 2016,0.93846683,9.5e-07,-9.5e-07,Morton et al. 2016,,,,Morton et al. 2016,0.92,0.04,-0.04,Berger et al. 2018,0.95,0.046,-0.054,Morton et al. 2016,[Fe/H],-0.05,,5671.0,Kepler,Space,,0.050420168067226885,,1.0122893741486846e-06,,0.043478260869565216,0.052631578947368425,,
2825,Kepler-923 b,0.153,0.006999999999999999,-0.027000000000000003,Berger et al. 2018,,,,Morton et al. 2016,6.93366476,3.537e-05,-3.537e-05,Morton et al. 2016,,,,Morton et al. 2016,1.32,0.06,-0.06,Berger et al. 2018,1.11,0.071,-0.044,Morton et al. 2016,[Fe/H],0.07,,5988.0,Kepler,Space,,0.11111111111111112,,5.101198460595895e-06,,0.04545454545454545,0.05180180180180179,,
2826,Kepler-924 b,0.247,0.013999999999999999,-0.012,Berger et al. 2018,,,,Morton et al. 2016,61.03736217,5.33e-06,-5.33e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.32,0.06,-0.06,Berger et al. 2018,1.14,0.152,-0.093,Morton et al. 2016,[Fe/H],0.01,,6167.0,Kepler,Space,,0.05263157894736842,,8.732356396980252e-08,,0.04545454545454545,0.1074561403508772,,
2827,Kepler-925 b,0.20800000000000002,0.040999999999999995,-0.03,Berger et al. 2018,,,,Morton et al. 2016,33.86777771,7.39e-06,-7.39e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.72,0.03,-0.03,Morton et al. 2016,0.77,0.029,-0.036,Morton et al. 2016,[Fe/H],0.12,,4673.0,Kepler,Space,,0.1706730769230769,,2.1820150301204987e-07,,0.041666666666666664,0.04220779220779221,,
2828,Kepler-926 b,0.261,0.017,-0.016,Berger et al. 2018,,,,Morton et al. 2016,52.06878869,4.26e-06,-4.26e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.25,0.07,-0.06,Berger et al. 2018,1.01,0.063,-0.062,Morton et al. 2016,[Fe/H],0.03,,5806.0,Kepler,Space,,0.06321839080459771,,8.1814847381271e-08,,0.052000000000000005,0.06188118811881188,,
2829,Kepler-927 b,0.14300000000000002,0.031,-0.013000000000000001,Berger et al. 2018,,,,Morton et al. 2016,9.11501356,5.95e-06,-5.95e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.93,0.07,-0.06,Berger et al. 2018,0.99,0.051,-0.051,Morton et al. 2016,[Fe/H],0.03,,5743.0,Kepler,Space,,0.15384615384615383,,6.527691879813287e-07,,0.06989247311827956,0.051515151515151514,,
2830,Kepler-928 b,0.126,0.01,-0.011000000000000001,Berger et al. 2018,,,,Morton et al. 2016,3.93247117,3.97e-06,-3.97e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.7,0.03,-0.04,Morton et al. 2016,0.73,0.039,-0.047,Morton et al. 2016,[Fe/H],-0.11,,4700.0,Kepler,Space,,0.08333333333333334,,1.00954331980519e-06,,0.05000000000000001,0.05890410958904109,,
2831,Kepler-929 b,0.14400000000000002,0.009000000000000001,-0.008,Berger et al. 2018,,,,Morton et al. 2016,0.92103214,3.15e-06,-3.15e-06,Morton et al. 2016,,,,Morton et al. 2016,1.61,0.08,-0.08,Berger et al. 2018,1.01,0.124,-0.089,Morton et al. 2016,[Fe/H],-0.04,,5869.0,Kepler,Space,,0.059027777777777776,,3.420076089852847e-06,,0.049689440993788817,0.10544554455445544,,
2832,Kepler-93 b,0.132,0.002,-0.002,Ballard et al. 2014,0.01265,0.00214,-0.00214,Dressing et al. 2015,4.72674002,3.2e-07,-3.2e-07,Holczer et al. 2016,0.053,0.002,-0.002,Dressing et al. 2015,0.92,0.01,-0.01,Ballard et al. 2014,0.911,0.033,-0.033,Ballard et al. 2014,[Fe/H],-0.18,,5669.0,Kepler,Space,0.0,0.015151515151515152,0.1691699604743083,6.769993666797862e-08,0.03773584905660377,0.010869565217391304,0.036223929747530186,0.01479,0.01051
2833,Kepler-930 b,0.183,0.013000000000000001,-0.01,Berger et al. 2018,,,,Morton et al. 2016,71.45097453,1.282e-05,-1.282e-05,Holczer et al. 2016,,,,Morton et al. 2016,1.39,0.06,-0.06,Berger et al. 2018,1.25,0.224,-0.156,Morton et al. 2016,[Fe/H],0.04,,6335.0,Kepler,Space,,0.06284153005464481,,1.7942372492928404e-07,,0.04316546762589928,0.152,,
2834,Kepler-931 b,0.11900000000000001,0.012,-0.008,Morton et al. 2016,,,,Morton et al. 2016,8.0375908,4.02e-06,-4.02e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.81,0.08,-0.05,Morton et al. 2016,0.86,0.055,-0.053,Morton et al. 2016,[Fe/H],-0.01,,5241.0,Kepler,Space,,0.08403361344537814,,5.001498707796868e-07,,0.08024691358024691,0.06279069767441861,,
2835,Kepler-932 b,0.122,0.012,-0.009000000000000001,Morton et al. 2016,,,,Morton et al. 2016,1.9214353,1.54e-06,-1.54e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.83,0.04,-0.03,Berger et al. 2018,0.87,0.057,-0.052,Morton et al. 2016,[Fe/H],-0.01,,5331.0,Kepler,Space,,0.08606557377049182,,8.014841821631986e-07,,0.042168674698795185,0.06264367816091954,,
2836,Kepler-933 b,0.21899999999999997,0.021,-0.013999999999999999,Morton et al. 2016,,,,Morton et al. 2016,14.20455271,4.05e-06,-4.05e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.84,0.07,-0.05,Morton et al. 2016,0.87,0.041,-0.048,Morton et al. 2016,[Fe/H],-0.02,,5346.0,Kepler,Space,,0.07990867579908678,,2.8511985436534035e-07,,0.07142857142857144,0.05114942528735632,,
2837,Kepler-934 b,0.18600000000000003,0.011000000000000001,-0.011000000000000001,Berger et al. 2018,,,,Morton et al. 2016,55.67363731,8e-06,-8e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.77,0.04,-0.03,Berger et al. 2018,0.81,0.036,-0.039,Morton et al. 2016,[Fe/H],0.01,,5001.0,Kepler,Space,,0.059139784946236555,,1.4369458125135026e-07,,0.045454545454545456,0.046296296296296294,,
2838,Kepler-935 b,0.12,0.006999999999999999,-0.006,Morton et al. 2016,,,,Morton et al. 2016,4.88082858,5.1e-06,-5.1e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.73,0.03,-0.04,Morton et al. 2016,0.78,0.035,-0.041,Morton et al. 2016,[Fe/H],-0.01,,4830.0,Kepler,Space,,0.05416666666666667,,1.0449045518414826e-06,,0.04794520547945206,0.048717948717948725,,
2839,Kepler-936 b,0.129,0.018000000000000002,-0.009000000000000001,Morton et al. 2016,,,,Morton et al. 2016,10.56134221,4.545e-05,-4.545e-05,Morton et al. 2016,,,,Morton et al. 2016,0.89,0.11,-0.06,Morton et al. 2016,0.92,0.043,-0.048,Morton et al. 2016,[Fe/H],0.05,,5482.0,Kepler,Space,,0.10465116279069768,,4.303430292881306e-06,,0.09550561797752807,0.049456521739130434,,
2840,Kepler-937 b,0.364,0.032,-0.03,Berger et al. 2018,,,,Morton et al. 2016,67.66839478,8.99e-06,-8.99e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.3,0.11,-0.1,Berger et al. 2018,1.15,0.123,-0.081,Morton et al. 2016,[Fe/H],0.08,,6095.0,Kepler,Space,,0.08516483516483517,,1.3285374995561555e-07,,0.08076923076923077,0.08869565217391305,,
2841,Kepler-937 c,0.23,0.027999999999999997,-0.019,Berger et al. 2018,,,,Morton et al. 2016,153.3506228,0.00057324,-0.00057324,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,1.3,0.11,-0.1,Berger et al. 2018,1.15,0.123,-0.081,Morton et al. 2016,[Fe/H],0.08,,6095.0,Kepler,Space,,0.10217391304347825,,3.7381002406988596e-06,,0.08076923076923077,0.08869565217391305,,
2842,Kepler-938 b,0.198,0.022000000000000002,-0.013999999999999999,Morton et al. 2016,,,,Morton et al. 2016,52.62978192,7.91e-06,-7.91e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.89,0.1,-0.06,Morton et al. 2016,0.92,0.046,-0.053,Morton et al. 2016,[Fe/H],-0.03,,5533.0,Kepler,Space,,0.09090909090909091,,1.5029513160483185e-07,,0.0898876404494382,0.05380434782608696,,
2843,Kepler-939 b,0.156,0.027999999999999997,-0.018000000000000002,Morton et al. 2016,,,,Morton et al. 2016,14.87799728,1.301e-05,-1.301e-05,Holczer et al. 2016,,,,Morton et al. 2016,0.85,0.09,-0.07,Morton et al. 2016,0.88,0.057,-0.061,Morton et al. 2016,[Fe/H],-0.12,,5471.0,Kepler,Space,,0.14743589743589744,,8.744456498516042e-07,,0.09411764705882353,0.06704545454545455,,
2844,Kepler-94 b,0.271,0.004,-0.013000000000000001,Morton et al. 2016,0.034,0.004,-0.004, Marcy et al. 2014 ,2.50805761,1.3e-07,-1.3e-07,Holczer et al. 2016,0.03106,0.0012900000000000001,-0.0012900000000000001,Muirhead et al. 2012,0.75,0.01,-0.01,Morton et al. 2016,0.82,0.013,-0.018,Morton et al. 2016,[Fe/H],0.34,,4781.0,Kepler,Space,0.0,0.03136531365313653,0.11764705882352941,5.1832940153236756e-08,0.04153251770766259,0.013333333333333334,0.018902439024390243,0.038000000000000006,0.030000000000000002
2845,Kepler-940 b,0.28800000000000003,0.034,-0.046,Berger et al. 2018,,,,Morton et al. 2016,59.62244932,3.6e-06,-3.6e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.88,0.08,-0.07,Berger et al. 2018,0.97,0.066,-0.065,Morton et al. 2016,[Fe/H],-0.08,,5769.0,Kepler,Space,,0.13888888888888887,,6.037994146598068e-08,,0.08522727272727273,0.0675257731958763,,
2846,Kepler-941 b,0.251,0.022000000000000002,-0.047,Berger et al. 2018,,,,Morton et al. 2016,17.42396691,5.19e-06,-5.19e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.83,0.07,-0.06,Berger et al. 2018,0.89,0.059,-0.069,Morton et al. 2016,[Fe/H],-0.15,,5539.0,Kepler,Space,,0.13745019920318727,,2.978655794520216e-07,,0.0783132530120482,0.07191011235955057,,
2847,Kepler-942 b,0.184,0.011000000000000001,-0.009000000000000001,Berger et al. 2018,,,,Morton et al. 2016,44.9641254,1.86e-06,-1.86e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.75,0.02,-0.01,Morton et al. 2016,0.81,0.027,-0.029,Morton et al. 2016,[Fe/H],0.09,,4861.0,Kepler,Space,,0.054347826086956534,,4.136631110809953e-08,,0.02,0.0345679012345679,,
2848,Kepler-943 b,0.529,0.07,-0.047,Morton et al. 2016,,,,Morton et al. 2016,49.77001616,3.11e-06,-3.11e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.91,0.11,-0.07,Morton et al. 2016,0.93,0.05,-0.064,Morton et al. 2016,[Fe/H],-0.07,,5612.0,Kepler,Space,,0.11058601134215501,,6.248742194501228e-08,,0.0989010989010989,0.06129032258064516,,
2849,Kepler-944 b,0.235,0.024,-0.019,Morton et al. 2016,,,,Morton et al. 2016,43.31690377,1.139e-05,-1.139e-05,Holczer et al. 2016,,,,Morton et al. 2016,0.83,0.08,-0.06,Morton et al. 2016,0.86,0.051,-0.056,Morton et al. 2016,[Fe/H],-0.11,,5409.0,Kepler,Space,,0.09148936170212765,,2.6294584812611594e-07,,0.08433734939759037,0.062209302325581396,,
2850,Kepler-945 b,0.231,0.025,-0.022000000000000002,Berger et al. 2018,,,,Morton et al. 2016,31.00288579,8.54e-06,-8.54e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.02,0.1,-0.09,Berger et al. 2018,0.97,0.053,-0.059,Morton et al. 2016,[Fe/H],-0.01,,5718.0,Kepler,Space,,0.10173160173160173,,2.7545822856124513e-07,,0.09313725490196079,0.057731958762886594,,
2851,Kepler-946 b,0.212,0.015,-0.012,Berger et al. 2018,,,,Morton et al. 2016,11.79162572,5.506e-05,-5.506e-05,Morton et al. 2016,,,,Morton et al. 2016,1.18,0.06,-0.06,Berger et al. 2018,0.94,0.083,-0.067,Morton et al. 2016,[Fe/H],-0.09,,5665.0,Kepler,Space,,0.06367924528301887,,4.669415507872819e-06,,0.05084745762711865,0.07978723404255321,,
2852,Kepler-947 b,0.203,0.021,-0.021,Morton et al. 2016,,,,Morton et al. 2016,26.96456482,6.52e-06,-6.52e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.87,0.09,-0.07,Morton et al. 2016,0.9,0.053,-0.063,Morton et al. 2016,[Fe/H],-0.07,,5508.0,Kepler,Space,,0.10344827586206896,,2.4179882165812016e-07,,0.09195402298850575,0.06444444444444444,,
2853,Kepler-948 b,0.124,0.006999999999999999,-0.008,Berger et al. 2018,,,,Morton et al. 2016,7.7684356,7.93e-06,-7.93e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.94,0.04,-0.04,Berger et al. 2018,0.96,0.065,-0.057,Morton et al. 2016,[Fe/H],-0.02,,5679.0,Kepler,Space,,0.06048387096774193,,1.020797546419771e-06,,0.04255319148936171,0.06354166666666666,,
2854,Kepler-949 b,0.218,0.011000000000000001,-0.01,Berger et al. 2018,,,,Morton et al. 2016,8.68929351,1.05e-06,-1.05e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.75,0.03,-0.03,Berger et al. 2018,0.89,0.063,-0.054,Morton et al. 2016,[Fe/H],0.01,,5403.0,Kepler,Space,,0.0481651376146789,,1.208383626115997e-07,,0.04,0.06573033707865168,,
2855,Kepler-95 b,0.271,0.009000000000000001,-0.006999999999999999,Morton et al. 2016,0.041,0.009,-0.009, Marcy et al. 2014 ,11.52307584,9.1e-07,-9.1e-07,Holczer et al. 2016,,,,Marcy et al. 2014,1.4,0.04,-0.04,Morton et al. 2016,1.05,0.049,-0.036,Morton et al. 2016,[Fe/H],0.3,,5699.0,Kepler,Space,0.0,0.02952029520295203,0.2195121951219512,7.8971970039555e-08,,0.028571428571428574,0.04047619047619047,0.05,0.032
2856,Kepler-950 b,0.8009999999999999,0.139,-0.07400000000000001,Morton et al. 2016,,,,Morton et al. 2016,98.7180961,1.31e-06,-1.31e-06,Holczer et al. 2016,,,,Morton et al. 2016,1.02,0.17,-0.09,Morton et al. 2016,1.02,0.068,-0.064,Morton et al. 2016,[Fe/H],0.02,,5857.0,Kepler,Space,,0.13295880149812736,,1.327011005837257e-08,,0.12745098039215685,0.06470588235294118,,
2857,Kepler-951 b,0.455,0.022000000000000002,-0.019,Berger et al. 2018,,,,Morton et al. 2016,71.52533237,8.8e-07,-8.8e-07,Holczer et al. 2016,,,,Morton et al. 2016,0.69,0.03,-0.03,Berger et al. 2018,0.77,0.036,-0.039,Morton et al. 2016,[Fe/H],-0.01,,4834.0,Kepler,Space,,0.045054945054945054,,1.2303333250487627e-08,,0.043478260869565216,0.0487012987012987,,
2858,Kepler-952 b,0.737,0.07200000000000001,-0.064,Berger et al. 2018,,,,Morton et al. 2016,130.35464842,1.311e-05,-1.311e-05,Holczer et al. 2016,,,,Morton et al. 2016,1.09,0.09,-0.08,Berger et al. 2018,1.0,0.055,-0.049,Morton et al. 2016,[Fe/H],0.06,,5730.0,Kepler,Space,,0.09226594301221168,,1.005717874959077e-07,,0.07798165137614678,0.052000000000000005,,
2859,Kepler-953 b,0.376,0.033,-0.028999999999999998,Morton et al. 2016,,,,Morton et al. 2016,88.40651396,3.17e-06,-3.17e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.99,0.09,-0.07,Morton et al. 2016,0.95,0.031,-0.032,Morton et al. 2016,[Fe/H],0.26,,5416.0,Kepler,Space,,0.08244680851063829,,3.58570862938254e-08,,0.08080808080808081,0.03315789473684211,,
2860,Kepler-953 c,0.106,0.01,-0.008,Morton et al. 2016,,,,Morton et al. 2016,9.10971907,4.69e-06,-4.69e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.99,0.09,-0.07,Morton et al. 2016,0.95,0.031,-0.032,Morton et al. 2016,[Fe/H],0.26,,5416.0,Kepler,Space,,0.0849056603773585,,5.14834756589261e-07,,0.08080808080808081,0.03315789473684211,,
2861,Kepler-954 b,0.207,0.004,-0.01,Morton et al. 2016,,,,Morton et al. 2016,16.78175811,8.8e-07,-8.8e-07,Holczer et al. 2016,,,,Morton et al. 2016,0.76,0.02,-0.02,Morton et al. 2016,0.82,0.024,-0.032,Morton et al. 2016,[Fe/H],0.02,,4990.0,Kepler,Space,,0.03381642512077295,,5.243789084742088e-08,,0.02631578947368421,0.03414634146341464,,
2862,Kepler-955 b,0.27899999999999997,0.024,-0.015,Morton et al. 2016,,,,Morton et al. 2016,14.53243361,1.14e-06,-1.14e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.73,0.06,-0.05,Berger et al. 2018,0.89,0.038,-0.043,Morton et al. 2016,[Fe/H],0.02,,5350.0,Kepler,Space,,0.06989247311827958,,7.84452233255377e-08,,0.07534246575342465,0.045505617977528084,,
2863,Kepler-956 b,0.249,0.011000000000000001,-0.03,Berger et al. 2018,,,,Morton et al. 2016,5.24866995,8.5e-07,-8.5e-07,Holczer et al. 2016,,,,Morton et al. 2016,0.99,0.04,-0.04,Berger et al. 2018,1.1,0.091,-0.073,Morton et al. 2016,[Fe/H],0.02,,6040.0,Kepler,Space,,0.08232931726907632,,1.6194578971383026e-07,,0.04040404040404041,0.07454545454545453,,
2864,Kepler-957 b,0.491,0.026000000000000002,-0.028999999999999998,Morton et al. 2016,,,,Morton et al. 2016,5.90741389,3.9e-07,-3.9e-07,Holczer et al. 2016,,,,Morton et al. 2016,0.75,0.03,-0.04,Morton et al. 2016,0.81,0.034,-0.042,Morton et al. 2016,[Fe/H],-0.01,,4963.0,Kepler,Space,,0.0560081466395112,,6.601873633066195e-08,,0.04666666666666667,0.04691358024691358,,
2865,Kepler-958 b,0.184,0.009000000000000001,-0.006999999999999999,Morton et al. 2016,,,,Morton et al. 2016,9.76787254,1.05e-06,-1.05e-06,Holczer et al. 2016,,,,Morton et al. 2016,0.86,0.04,-0.03,Morton et al. 2016,0.91,0.03,-0.033,Morton et al. 2016,[Fe/H],0.01,,5421.0,Kepler,Space,,0.043478260869565216,,1.074952601705427e-07,,0.040697674418604654,0.03461538461538462,,
2866,Kepler-959 b,0.349,0.017,-0.018000000000000002,Berger et al. 2018,,,,Morton et al. 2016,14.8008153,8.61e-06,-8.61e-06,Gajdo&scaron; et al. 2019,,,,Morton et al. 2016,1.73,0.08,-0.07,Berger et al. 2018,1.6,0.19,-0.172,Morton et al. 2016,[Fe/H],0.02,,7005.0,Kepler,Space,,0.05014326647564471,,5.817247108002219e-07,,0.04335260115606937,0.11312499999999999,,
2867,Kepler-96 b,0.22699999999999998,0.018000000000000002,-0.012,Morton et al. 2016,0.027,0.011,-0.011, Marcy et al. 2014 ,16.23845931,1.89e-06,-1.89e-06,Gajdo&scaron; et al. 2019,,,,Marcy et al. 2014,0.94,0.04,-0.04,Berger et al. 2018,1.03,0.031,-0.034,Morton et al. 2016,[Fe/H],0.04,,5690.0,Kepler,Space,0.0,0.06607929515418504,0.4074074074074074,1.1639035230615114e-07,,0.04255319148936171,0.03155339805825243,0.038,0.016
2868,Kepler-960 b,0.204,0.006,-0.022000000000000002,Morton et al. 2016,,,,Morton et al. 2016,3.12686239,5.4e-07,-5.4e-07,Holczer et al. 2016,,,,Morton et al. 2016,0.72,0.02,-0.03,Morton et al. 2016,0.77,0.033,-0.038,Morton et al. 2016,[Fe/H],0.02,,4755.0,Kepler,Space,,0.06862745098039218,,1.7269707862007962e-07,,0.034722222222222224,0.046103896103896105,,
